-1939520 -685604
-1883356 -422450
-1750443 -213400
-1678077 -572483
-1706676 -709615
-1928257 -417850
-1714525 -191323
-1738845 -366441
-1877636 -221190
-1733250 -857008
-1675083 -1000357
-1903708 -792149
-1782437 -324214
-1652716 -1020717
-1700434 -507509
-1701724 -772124
-1685229 -598105
-1841756 -350195
-1610179 -1197875
-1778732 -239188
-1681046 -1059935
-1449426 -941215
-1688756 -682289
-1875520 -134537
-1612260 -1130031
-1892086 -179707
-1826152 -584576
-1586864 -1148207
-1663773 -657646
-1904075 -493576
-1669640 -1048933
-1682949 -1044136
-1927000 -592379
-1459938 -988146
-2007040 -238150
-1724171 -360991
-1759023 -849311
-1527081 -965648
-1793956 -634793
-1739628 -511428
-1678193 -647037
-1747379 -257131
-1969058 -195286
-1540794 -1167000
-1777288 -1016354
-1917627 -218787
-1760527 -990201
-1944665 -517105
-1600472 -1198266
-2010439 -257828
-1830019 -531354
-1425431 -1177531
-1763175 -709030
-1677703 -967372
-1712627 -643009
-1767562 -377402
-1928642 -637896
-1688052 -692326
-1810932 -432134
-1955732 -520969
-1593393 -1201225
-1931127 -481903
-1785270 -143727
-1978521 -226243
-1924037 -568294
-1765486 -750044
-1686241 -597959
-1860362 -403132
-1600373 -1114408
-1740350 -414995
-1896542 -261761
-1691234 -311161
-1652992 -587949
-1685060 -746650
-1720672 -719378
-1739267 -681100
-1595151 -654084
-1928458 -725995
-1712513 -395704
-1797632 -303642
-2007722 -272194
-1703896 -622463
-1654257 -155255
-1671113 -185969
-1854615 -286759
-1714304 -986765
-1685265 -1067642
-1451345 -967750
-1934933 -527018
-1467108 -1183407
-1801821 -890753
-1675383 -846398
-1620513 -629355
-1844154 -718713
-1710597 -270049
-1649320 -790879
-1586589 -1042804
-1801391 -383220
-1902358 -647723
-1799414 -487993
-1883986 -150599
-1314101 -1085016
-2015836 -183357
-1696675 -341930
-1947550 -253013
-1695237 -644814
-2012753 -231845
-1852869 -80062
-1667333 -727352
-1958468 -212577
-1689282 -1037858
-1318940 -1040165
-1435764 -931856
-1931522 -678992
-1997956 -170373
-1850713 -403894
-1895905 -580462
-1650947 -824376
-1541639 -1166424
-1765823 -553239
-1940824 -628808
-1711903 -996886
-1753933 -441568
-1771744 -400622
-1541881 -1187319
-1660941 -725232
-1942384 -149940
-1849125 -895305
-1593843 -1214732
-1925436 -464449
-1778734 -960622
-1791082 -526781
-1705182 -887050
-1946136 -415873
-1627558 -766128
-1322259 -1028909
-1598558 -1222489
-1655089 -803797
-1913191 -619472
-1875230 -142858
-1471423 -889922
-1873041 -375232
-1678900 -503805
-1547852 -1149867
-1946561 -125613
-1975710 -200277
-1793527 -966196
-1767837 -162269
-1529695 -1081607
-1571496 -957724
-1600813 -1146438
-1676961 -1053305
-1903568 -639621
-1918914 -558071
-1924411 -713043
-2015973 -348647
-1742137 -987934
-1908439 -543644
-1978612 -197903
-1919419 -484524
-1676412 -964397
-1910298 -450116
-1687990 -1009932
-1751431 -484218
-1930779 -254198
-1768397 -552557
-1940282 -433482
-1833049 -213041
-1543091 -1168117
-1995143 -390553
-1811241 -469745
-1969627 -129201
-1844323 -845839
-1803744 -449775
-1960709 -500538
-1860807 -178268
-1721557 -859428
-1916534 -604441
-1913634 -733447
-1838449 -529712
-1898494 -301144
-1622222 -732823
-1678030 -1031520
-1626232 -603714
-1868619 -314476
-1597280 -1062881
-1922498 -460461
-1679403 -671816
-1835034 -572059
-1681931 -622512
-1946884 -546301
-1780126 -970815
-1964899 -434052
-1778251 -271264
-1957037 -590980
-1948025 -246737
-1845465 -96591
-1532924 -1194020
-1677241 -720444
-1966788 -142936
-1692572 -1021515
-1646747 -1080301
-1951903 -439456
-1940078 -131990
-1592611 -1094609
-1955778 -570465
-1725241 -186032
-1739041 -630369
-1826219 -751971
-1933558 -716499
-1791753 -780429
-1649083 -144507
-1788850 -966453
-1902182 -563799
-1689905 -140531
-1930279 -537921
-1873146 -929253
-1605762 -674857
-1676881 -551047
-1741357 -246979
-1881377 -94961
-1867851 -106241
-1741784 -523304
-1921445 -631872
-1852991 -449393
-1869478 -621072
-1861077 -648153
-1577501 -1047215
-1749793 -349108
-1522250 -1083246
-1826153 -761195
-1889036 -161069
-1967378 -441916
-1807585 -117824
-1533590 -843381
-1912713 -389403
-1870175 -533512
-1937451 -434770
-1929910 -609710
-1820530 -353832
-1922571 -603602
-1850357 -221413
-1657610 -806305
-1859417 -238264
-1680699 -1022826
-1812763 -501106
-1719812 -562607
-1880637 -537709
-1629790 -1089390
-1831438 -752858
-1883521 -620751
-1823369 -346752
-1950923 -307897
-1751931 -956030
-1982844 -213680
-1497216 -1090027
-1872696 -586653
-1759389 -608151
-1972035 -506531
-1380718 -1044560
-1665946 -992025
-1549711 -1016253
-1670244 -815309
-1897723 -271589
-1646957 -860414
-1949052 -517650
-1767557 -445833
-1972799 -454143
-1849036 -379087
-1865298 -405553
-1681188 -1027434
-1935946 -439527
-1865911 -457712
-1607911 -1114509
-1884290 -587606
-1885792 -84961
-1566871 -1154228
-1793156 -632851
-1809468 -875311
-1593549 -1215610
-1799919 -388917
-1716358 -1092347
-1860693 -878328
-1797976 -319424
-1565001 -1045504
-1700391 -891483
-1645002 -695130
-1875513 -594932
-1641039 -1039944
-1895544 -103365
-1749433 -800367
-1754182 -705389
-2013790 -218588
-1922623 -419247
-1840653 -77199
-1862518 -308974
-1939204 -572395
-1606223 -710723
-1906626 -254623
-1636285 -1103920
-1808202 -873294
-1628811 -694943
-1474397 -1079229
-1817344 -355785
-1938436 -412990
-1702970 -1099318
-1817172 -741173
-1846207 -667543
-1923299 -722269
-1768178 -200953
-1912624 -130355
-1867824 -80713
-1659099 -854491
-1770758 -97227
-2013595 -245109
-1745449 -555980
-1905835 -137752
-1650901 -1017380
-1888702 -101319
-1924614 -553637
-1906719 -479337
-2012851 -326633
-1466071 -1230527
-1904939 -597129
-1678460 -955859
-1964850 -447463
-1829564 -250118
-1688462 -1013501
-1956516 -437588
-1440809 -976597
-1991980 -394921
-1913573 -604988
-1863969 -700210
-1717618 -178228
-1525087 -794963
-1619026 -1125587
-1738556 -128821
-1593488 -1221224
-1939115 -703301
-1785610 -568653
-1715489 -327160
-1659750 -167302
-1542855 -1189138
-1611184 -1099472
-1800806 -429986
-1716589 -1014495
-1648928 -1070194
-1668468 -1016032
-1734040 -243146
-1825696 -335392
-2006045 -318239
-1827715 -644628
-1730123 -471144
-1990460 -185673
-1815284 -370601
-1769033 -367671
-1653581 -1043678
-1823697 -365537
-1654550 -1047767
-1706288 -334919
-1936573 -524142
-1724262 -519861
-1816896 -581490
-1778937 -325914
-1569391 -1029367
-2006637 -359072
-1865071 -216480
-1407825 -971605
-1910899 -673197
-1726987 -244701
-1582607 -1193442
-1863720 -605319
-1692896 -313594
-1694673 -558062
-1756980 -119747
-1847956 -930465
-1834014 -262220
-1895717 -137152
-1663454 -1033839
-1740906 -640354
-2034939 -201517
-1947788 -543758
-1749950 -193443
-1896174 -593480
-1953447 -64871
-1664850 -137049
-1904374 -359629
-1651358 -1002729
-1637465 -140775
-1622454 -740485
-1770004 -853845
-1915786 -649386
-1911891 -334991
-1825727 -935650
-1816307 -800975
-1916604 -558447
-1679355 -685390
-1647671 -915623
-1927303 -540292
-1689174 -274688
-1999429 -386239
-1776850 -527926
-1933531 -358937
-1858769 -868496
-1773089 -901495
-1922087 -741021
-1601868 -1118133
-1839160 -97588
-1784915 -263648
-1863229 -103494
-1882734 -154303
-1623995 -947525
-1934216 -438303
-1651505 -1050104
-1970750 -113113
-1859460 -849823
-1797936 -276535
-1740975 -318064
-1694935 -1015571
-1668456 -1060073
-1929952 -71954
-1681036 -569384
-1789901 -434580
-1420910 -1138133
-1878759 -80728
-1674678 -887145
-1402893 -982107
-1908269 -543465
-1906955 -470338
