-1808187 -172853
-1776149 -428627
-1737012 -1016148
-1717905 -663554
-1863208 -231049
-1858473 -651946
-1611928 -1026172
-1709094 -162972
-1587880 -1157354
-1856826 -292538
-1536635 -1181659
-1516395 -1048302
-1781746 -389176
-1804478 -404911
-1827271 -371689
-1565924 -1208729
-1802459 -1008459
-1619465 -759242
-1584741 -1043631
-2012118 -400012
-1922525 -561171
-1665938 -1009468
-1690101 -1013895
-1672447 -1045122
-1537732 -1104052
-1668973 -991198
-1815952 -397678
-1895544 -201335
-1927212 -117854
-1823035 -406466
-1432204 -911896
-1782728 -934513
-1441393 -1231741
-1496668 -1108906
-1519909 -988755
-1638600 -645913
-1607863 -1063596
-1655292 -1037013
-1698478 -991868
-2000319 -347311
-1828004 -949016
-1703411 -673687
-1657624 -936229
-1918708 -146458
-1732647 -961939
-1858176 -780990
-1883388 -240559
-2029757 -218887
-1657808 -746325
-1630880 -1044150
-1904870 -676254
-1788642 -451187
-1675900 -583334
-1933872 -60930
-1446743 -1202138
-1562611 -1219266
-1732408 -178281
-1717137 -479026
-1643432 -1075642
-1804801 -280670
-1897940 -257864
-1900778 -402703
-1680024 -683705
-1699862 -692532
-1907403 -647366
-1715455 -531275
-1754354 -632445
-1895633 -643544
-1748766 -711494
-1879763 -364007
-1854992 -100428
-1840384 -947606
-1499793 -1069361
-1928364 -593712
-1654570 -748241
-1942973 -153635
-1704460 -768047
-1671170 -1013632
-1848768 -478011
-1893349 -620569
-1605692 -1064115
-1782066 -324183
-1743814 -192793
-1726479 -355143
-1804203 -262009
-1776469 -400868
-1764764 -435806
-1990880 -193559
-1923097 -531977
-1541881 -1187319
-1868426 -758995
-1797546 -398322
-1818697 -739831
-1649028 -547492
-1681852 -670731
-2003037 -243145
-1912045 -708542
-1641470 -626894
-1609044 -648358
-1752650 -194235
-1674379 -807728
-1829778 -465842
-1668573 -614804
-1998835 -363046
-1956571 -193862
-1766905 -437885
-1792603 -459337
-1708143 -476873
-1898463 -322341
-1745500 -706194
-1716622 -951976
-1672083 -834164
-1747189 -373952
-1986850 -408420
-1854870 -173355
-1697688 -189344
-1926852 -49147
-1895891 -229301
-1936738 -580360
-1623679 -866547
-1713784 -632395
-1531242 -1172692
-1909202 -660992
-1334278 -1030603
-1663977 -529984
-1955839 -512285
-1667762 -1007642
-1596196 -724657
-1913848 -229585
-1455447 -894263
-1567939 -1171513
-1853831 -261877
-1529812 -798434
-1340306 -1136184
-1830189 -587247
-1833056 -277138
-1919128 -139249
-1608068 -1191444
-1751239 -478372
-1888183 -530229
-1720107 -428993
-1750765 -768152
-1620264 -1102422
-1442219 -1202127
-1857995 -227282
-1772984 -945769
-1751110 -713412
-1443200 -893500
-1903528 -602013
-1741251 -136024
-1382664 -1224734
-1770841 -495331
-1683515 -566589
-1903510 -254645
-1790878 -363497
-1948117 -249177
-1701108 -889096
-1725973 -630877
-1762182 -504267
-1742868 -575745
-1451554 -1218459
-1576819 -693814
-1656424 -1065001
-1897218 -299178
-1688527 -966881
-1632779 -679105
-1720834 -531452
-1821246 -201304
-1690751 -1033004
-1934026 -514463
-1783491 -402212
-1498777 -797683
-1675049 -1069572
-1720283 -730048
-1675273 -1025419
-1923663 -271897
-1455928 -959879
-1923226 -61317
-1652895 -1039843
-1841210 -864276
-1712373 -980291
-1771960 -381554
-1985541 -302527
-1843781 -998099
-1896095 -254960
-1957087 -530113
-1940766 -583275
-1699090 -493585
-1601621 -1189811
-1934695 -598190
-1597955 -1217765
-1659724 -1030448
-1581443 -1000165
-1617874 -638730
-1743088 -794590
-1654148 -1049340
-1784176 -284553
-1921554 -483446
-1748887 -420991
-1784615 -294544
-1624426 -796775
-1700901 -1001907
-1765755 -392932
-1529541 -797542
-1724342 -473327
-2021135 -197053
-1666561 -800651
-1593990 -634432
-1728633 -553501
-1588864 -1041194
-1953984 -220837
-1978217 -382933
-1784146 -445391
-1766296 -170296
-1896966 -749682
-1553633 -1149905
-1942984 -251759
-1808738 -573818
-1658696 -1081513
-1895048 -644568
-1791976 -395645
-1612550 -730925
-1668865 -572285
-1621657 -1001852
-1972035 -506531
-1905804 -673724
-1965892 -314930
-1759121 -411466
-1699523 -717485
-1994466 -373296
-1732005 -773634
-1581731 -1171647
-1832044 -208862
-1615773 -1009336
-1892046 -136474
-1913559 -403577
-1905496 -357373
-1935534 -416790
-1841736 -357969
-1595100 -1059266
-1844432 -545028
-1974245 -463468
-1908767 -665768
-1702903 -521667
-1757782 -235233
-1922744 -592159
-1838935 -526596
-1983935 -357904
-1665141 -160857
-1758220 -828774
-1690356 -551253
-1700127 -565393
-1912216 -719219
-1721997 -473912
-1600456 -1191845
-1918669 -540869
-1686599 -1033230
-1674287 -896749
-1585820 -663052
-1696606 -926750
-1951754 -293674
-1868513 -378483
-1933007 -679041
-1777095 -1016431
-1749115 -322114
-1749878 -452699
-1808259 -241489
-1662776 -1054862
-1696945 -1014424
-1681215 -1015525
-1911790 -647215
-1473247 -1115022
-1748900 -557167
-1748166 -725388
-1793910 -348959
-1915455 -609239
-1736465 -248393
-1876513 -155131
-1691074 -1048571
-1744171 -222628
-1851558 -406757
-1661378 -1030656
-1804772 -447738
-1886816 -71307
-1453307 -1222273
-1769303 -391271
-1585972 -1165335
-1804355 -187895
-1859635 -403460
-1545930 -923005
-1643407 -983139
-1444294 -1224878
-1661987 -1052125
-1747197 -477089
-1897588 -178789
-1642666 -670993
-1621930 -717904
-1318246 -1094196
-1444468 -1213249
-1775361 -210197
-1548534 -1048647
-1615290 -1063860
-1564653 -827801
-1800039 -263043
-1934357 -329688
-1673606 -1066979
-1895277 -109128
-1595299 -1123782
-1617469 -801393
-1673439 -592271
-1662677 -1061524
-1813161 -916573
-1584217 -1188550
-1701596 -411566
-1917256 -545092
-1831026 -588345
-1954084 -315114
-1979859 -425458
-1688691 -1032734
-1799631 -693979
-1769334 -558723
-1916680 -556654
-1929011 -354762
-1741694 -710913
-1751403 -383455
-1812756 -449297
-1807281 -431364
-1729302 -229535
-1824345 -460694
-1672984 -555902
-1941696 -518872
-1847533 -904349
-1846152 -730078
-1935138 -153309
-1764756 -975870
-1936417 -517959
-1764052 -133079
-1880876 -319574
-1686095 -1047143
-1942575 -585064
-1782311 -737141
-1828084 -673841
-1831264 -585460
-1774141 -442177
-1652853 -671827
-1385276 -919584
-1681859 -953988
-1724667 -453944
-1950199 -599423
-1922581 -226294
-1700768 -614730
-1827734 -444939
-1674615 -652815
-1780562 -143762
-1955842 -144070
-1716947 -1026934
-1928389 -379271
-1739328 -1003973
-1917853 -158828
-1410694 -952935
-1737191 -720770
-1794292 -426011
-1954550 -128636
-1753508 -399694
-1896256 -121084
-1792946 -510235
-1926431 -448929
-1920728 -605714
-1685708 -688197
-1985479 -372796
-1690244 -830073
-2004875 -206360
-1956952 -158937
-1742074 -336082
-1846792 -483332
-1440327 -1225607
-1832293 -632104
-1793600 -458981
-1770784 -698442
-1807795 -373924
-1661537 -895902
-1521533 -1072088
-1894326 -514422
-1732213 -498690
-1755149 -509989
-1781537 -386628
-1403641 -971098
-1919214 -590000
-1748395 -377844
-1621581 -1090246
-1710090 -950772
-1658000 -726830
-1916517 -710304
-1813901 -463455
-1701656 -622714
-1641126 -783902
-1708159 -627977
-1665682 -688007
-1967412 -297573
-1818591 -200943
-1652225 -1016838
-1600813 -1146438
-1778873 -550605
-1793800 -497761
-1778321 -209912
-1923853 -66728
-1572094 -1157736
-1776158 -605970
-2004625 -405408
-1888892 -519380
-1769501 -354890
-1855915 -309357
-1934720 -287295
-1645317 -1030895
-1666200 -1009347
-1874662 -778263
-1755742 -1005001
-1555108 -911687
-1877006 -190539
-1687537 -762454
-1920465 -604756
-1812765 -564603
-1790343 -687354
-1905527 -366641
-1662052 -1030508
-1765879 -494803
-1641177 -795094
-1596821 -897104
-1695184 -835544
-1680210 -1041735
-1689276 -842652
-1879390 -769324
-1710480 -311022
-1733169 -695561
-1539211 -1157627
-1771694 -556045
-1892319 -65064
-1933020 -480759
-1668991 -823946
-1697719 -237344
-1979833 -430551
-1692581 -1035541
-1799565 -280380
-1703283 -1029411
-1669258 -704038
-1845964 -863854
-1921252 -701137
-1544273 -968195
-1965600 -141635
-1545990 -1048942
-1684788 -1048730
-1513001 -967987
-1636886 -741300
-1783947 -274665
-1722074 -714103
-1819621 -754303
-1915749 -458796
-1911758 -599786
-1979326 -476115
-1698677 -598964
-1363415 -1162925
-1640015 -607819
-1792100 -292634
-1572836 -1182956
