-1654908 -855242
-1910164 -388021
-1614330 -1104869
-1992988 -332666
-1994700 -228060
-1767244 -352718
-1866303 -197260
-1980514 -438774
-1782861 -643537
-1948176 -85746
-1923619 -493358
-1730261 -462785
-1879298 -388021
-1780104 -526486
-1680870 -572900
-1711598 -620384
-1660754 -771833
-1692975 -534785
-1809380 -956183
-1950923 -307897
-1673237 -621956
-1943688 -529287
-1832499 -232061
-2028707 -217189
-1676067 -1020970
-1626774 -815503
-1922447 -558067
-1716477 -706231
-1735358 -465057
-1619715 -1102001
-1795010 -108503
-1664820 -1039139
-1663928 -749880
-1794466 -403698
-1712223 -656756
-1736447 -605964
-1852753 -218766
-1750530 -386504
-1904872 -486038
-1969398 -104071
-1986850 -408420
-1856841 -693407
-1768319 -882170
-1530821 -786777
-1863105 -99346
-1975384 -464014
-1502562 -1060228
-1718851 -456968
-1780694 -485589
-1858164 -385908
-1646247 -1031673
-1616414 -725332
-2024775 -218208
-1905252 -716414
-1755961 -115186
-1670438 -600153
-1905122 -136565
-1414570 -1176471
-1746683 -1002244
-1759823 -413371
-1775336 -428709
-1410835 -989079
-1632521 -1039090
-1643528 -1085257
-1671762 -1043343
-1658043 -1070719
-1973278 -251067
-1671139 -1011613
-1942973 -153635
-1698502 -997313
-1787738 -909986
-1792737 -236756
-1695206 -757645
-1876260 -479730
-1815234 -85746
-1953686 -81426
-1751259 -189035
-1858019 -106622
-2014730 -358834
-1796875 -559784
-1897692 -226157
-1558762 -1154415
-1836069 -624042
-1793156 -632851
-1948601 -291321
-1889091 -101692
-1750537 -611851
-1553636 -832794
-2003368 -299860
-1950033 -566454
-1845170 -303003
-1826295 -932293
-1761803 -397873
-1635531 -1036041
-1724543 -666801
-1956023 -163284
-1646468 -785618
-1908364 -549236
-1831883 -937934
-2003637 -292949
-1585941 -1158129
-1419070 -1191479
-1920046 -499544
-1918685 -457879
-1900230 -425099
-1660872 -663509
-1688268 -1015412
-1761921 -571279
-1628465 -951301
-1924045 -306197
-1967481 -305473
-1663791 -518129
-1838426 -411826
-1870573 -616640
-1853349 -199288
-1698874 -140214
-1835308 -522511
-1975140 -336482
-1402653 -1059638
-1752846 -549845
-1633135 -1055483
-1674832 -1034219
-1451612 -1178090
-1677214 -753813
-1522392 -813697
-1677625 -582604
-1625817 -1041884
-1801108 -952734
-1767633 -392829
-1702606 -766127
-1810954 -341695
-1600209 -1213338
-1948880 -548034
-1535256 -971112
-1865010 -243543
-1847620 -465097
-1649459 -1079433
-1811697 -255386
-1930679 -451933
-1882275 -141074
-1837705 -407578
-1752085 -301578
-1517331 -1060205
-1590638 -1199111
-1915759 -148402
-1685093 -605981
-1756611 -890555
-1902983 -666672
-1645219 -839111
-1681833 -737126
-1905384 -490701
-1541881 -1187319
-1770760 -313541
-1549545 -1197151
-1912680 -174120
-1686366 -1034960
-1892498 -438536
-1673322 -972942
-1619218 -1020924
-1698987 -334362
-1780999 -379058
-1905489 -593956
-1707860 -868487
-1805400 -633907
-1538032 -1098074
-1853733 -151273
-1732308 -567905
-1954000 -518519
-1586331 -1216981
-1992520 -215860
-1721633 -740144
-1561254 -801187
-1698798 -554030
-1761971 -378536
-1790857 -313443
-1698739 -759014
-1684129 -1052040
-1727814 -593325
-1916435 -73288
-1987171 -287190
-1763310 -367237
-1658494 -1047668
-1637035 -1087720
-1885985 -586026
-1590169 -894861
-1656913 -1029639
-1912579 -212246
-1994675 -226603
-1909099 -64748
-1677988 -532562
-1700621 -782624
-1375644 -950416
-1724411 -520400
-1744091 -974688
-1889479 -731605
-1558125 -1040544
-1685496 -1007574
-1545437 -865748
-1647773 -660594
-1864556 -221124
-1638546 -769184
-1757730 -347750
-1687122 -1069383
-1626479 -733201
-1654582 -1049562
-1953614 -380972
-1616659 -674247
-1528243 -1024924
-1622936 -670888
-1798125 -572922
-1964259 -408371
-1926702 -605629
